time-1,time-2,time-3,time-4,time-5,time-6
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  5 15],[28  5 30],[28  5 45],[28  5 60],[28  6 15],[28  6 30]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  6 45],[28  6 60],[28  7 15],[28  7 30],[28  7 45],[28  7 60]
[28  8 15],[28  8 30],[28  8 45],[28  8 60],[28  9 15],[28  9 30]
